,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
62,Juan Adams,0,63%,0%,0,0,0,7 , 11,7 , 11,0 , 0,3 , 4,2 , 4,2 , 3,7 , 11,0 , 0,0 , 0,Justin Tafa,1,66%,0%,0,0,0,10 , 15,10 , 15,0 , 0,5 , 9,0 , 1,5 , 5,8 , 11,1 , 1,1 , 3,1,00:01:59,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90
63,Mirsad Bektic,0,28%,30%,1,6,0,17 , 60,29 , 74,3 , 10,14 , 56,3 , 4,0 , 0,14 , 54,3 , 6,0 , 0,Dan Ige,0,48%,50%,0,1,0,43 , 88,64 , 117,1 , 2,27 , 70,15 , 17,1 , 1,28 , 68,12 , 16,3 , 4,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90
64,Derrick Lewis,0,40%,0%,0,0,0,20 , 50,27 , 58,0 , 1,12 , 39,8 , 10,0 , 1,12 , 38,8 , 12,0 , 0,Ilir Latifi,0,41%,42%,0,2,0,5 , 12,62 , 77,3 , 7,2 , 8,1 , 1,2 , 3,3 , 8,2 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
65,Trevin Giles,0,47%,0%,1,3,1,71 , 148,88 , 167,0 , 0,63 , 139,6 , 7,2 , 2,36 , 92,7 , 16,28 , 40,James Krause,0,55%,25%,4,1,0,44 , 80,59 , 98,1 , 4,18 , 49,8 , 12,18 , 19,39 , 74,5 , 6,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e0b323dae5bf4c90
66,Lauren Murphy,0,40%,50%,0,1,1,80 , 197,107 , 228,2 , 4,70 , 181,9 , 15,1 , 1,75 , 190,5 , 7,0 , 0,Andrea Lee,0,38%,0%,1,0,0,104 , 267,107 , 271,0 , 3,51 , 194,34 , 51,19 , 22,99 , 261,4 , 5,1 , 1,3,00:05:00,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90
67,Alex Morono,0,25%,0%,0,0,0,1 , 4,1 , 4,0 , 0,1 , 3,0 , 1,0 , 0,1 , 4,0 , 0,0 , 0,Khaos Williams,1,58%,0%,0,0,0,10 , 17,10 , 17,0 , 1,6 , 12,4 , 4,0 , 1,4 , 10,4 , 4,2 , 3,1,00:00:27,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90
68,Miles Johns,0,29%,0%,0,0,0,13 , 44,13 , 44,0 , 0,11 , 42,0 , 0,2 , 2,13 , 44,0 , 0,0 , 0,Mario Bautista,1,26%,0%,0,0,0,18 , 67,18 , 67,0 , 0,18 , 64,0 , 0,0 , 3,9 , 57,0 , 0,9 , 10,2,00:01:41,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
69,Domingo Pilarte,0,25%,0%,0,0,0,1 , 4,1 , 4,0 , 0,0 , 3,1 , 1,0 , 0,0 , 2,1 , 2,0 , 0,Journey Newson,1,60%,0%,0,0,0,6 , 10,7 , 13,0 , 0,6 , 10,0 , 0,0 , 0,1 , 5,0 , 0,5 , 5,1,00:00:38,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/e0b323dae5bf4c90
70,Andre Ewell,0,45%,0%,0,0,0,80 , 177,85 , 184,0 , 0,32 , 123,43 , 49,5 , 5,78 , 172,2 , 5,0 , 0,Jonathan Martinez,0,46%,0%,0,0,0,66 , 142,74 , 151,0 , 3,30 , 88,15 , 27,21 , 27,65 , 141,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/e0b323dae5bf4c90
71,Austin Lingo,0,19%,100%,0,1,0,12 , 61,16 , 68,1 , 1,5 , 47,5 , 10,2 , 4,11 , 56,1 , 5,0 , 0,Youssef Zalal,0,56%,50%,2,2,0,31 , 55,49 , 80,6 , 12,16 , 37,6 , 9,9 , 9,28 , 51,2 , 2,1 , 2,3,00:05:00,3 Rnd (5-5-5),Jeff Rexroad,http://ufcstats.com/fight-details/e0b323dae5bf4c90
72,Curtis Blaydes,0,46%,0%,0,0,0,28 , 60,29 , 62,0 , 6,20 , 51,3 , 3,5 , 6,19 , 51,9 , 9,0 , 0,Junior Dos Santos,0,23%,0%,0,0,0,7 , 30,7 , 30,0 , 0,3 , 23,2 , 4,2 , 3,7 , 30,0 , 0,0 , 0,2,00:01:06,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
73,Rafael Dos Anjos,0,38%,0%,0,0,0,14 , 36,23 , 52,0 , 1,2 , 23,4 , 4,8 , 9,14 , 36,0 , 0,0 , 0,Michael Chiesa,0,17%,75%,0,3,0,9 , 51,54 , 107,6 , 8,6 , 45,2 , 5,1 , 1,9 , 49,0 , 1,0 , 1,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90
74,Jordan Espinosa,0,15%,0%,0,0,0,2 , 13,2 , 13,0 , 0,1 , 9,0 , 0,1 , 4,2 , 13,0 , 0,0 , 0,Alex Perez,0,22%,100%,1,1,0,2 , 9,16 , 23,1 , 1,0 , 6,0 , 1,2 , 2,2 , 9,0 , 0,0 , 0,1,00:02:33,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
75,Hannah Cifers,0,42%,0%,0,0,0,46 , 108,50 , 114,0 , 0,16 , 67,12 , 19,18 , 22,43 , 100,3 , 8,0 , 0,Angela Hill,0,45%,100%,0,2,0,70 , 155,80 , 170,1 , 1,57 , 136,12 , 18,1 , 1,38 , 106,3 , 6,29 , 43,2,00:04:26,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90
76,Jamahal Hill,0,43%,0%,0,0,0,101 , 233,102 , 236,0 , 0,49 , 167,40 , 53,12 , 13,101 , 232,0 , 1,0 , 0,Darko Stosic,0,43%,66%,0,4,0,31 , 72,32 , 81,6 , 9,20 , 56,3 , 7,8 , 9,25 , 59,0 , 1,6 , 12,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
77,Bevon Lewis,0,43%,0%,0,0,0,36 , 82,94 , 146,0 , 3,16 , 56,14 , 20,6 , 6,22 , 58,14 , 24,0 , 0,Dequan Townsend,0,43%,0%,0,0,0,28 , 65,55 , 99,0 , 0,7 , 42,18 , 19,3 , 4,16 , 50,12 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90
78,Arnold Allen,0,48%,0%,0,0,0,63 , 131,68 , 137,0 , 1,58 , 124,5 , 7,0 , 0,61 , 128,2 , 3,0 , 0,Nik Lentz,0,28%,0%,0,0,0,49 , 172,63 , 190,0 , 9,25 , 140,16 , 23,8 , 9,42 , 162,7 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Wayne Spinola,http://ufcstats.com/fight-details/e0b323dae5bf4c90
79,Justine Kish,0,48%,100%,0,1,0,62 , 129,66 , 135,1 , 1,17 , 70,16 , 23,29 , 36,50 , 108,10 , 14,2 , 7,Lucie Pudilova,0,20%,0%,0,0,0,29 , 143,47 , 165,0 , 0,22 , 131,6 , 11,1 , 1,25 , 137,4 , 6,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/e0b323dae5bf4c90
80,Montel Jackson,1,72%,73%,0,3,0,75 , 103,96 , 130,11 , 15,64 , 91,9 , 10,2 , 2,32 , 47,43 , 55,0 , 1,Felipe Colares,0,25%,12%,3,1,0,7 , 28,8 , 31,1 , 8,2 , 17,4 , 8,1 , 3,6 , 23,1 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
81,Sara McMann,0,76%,60%,1,7,0,38 , 50,62 , 84,3 , 5,22 , 32,15 , 17,1 , 1,1 , 8,1 , 1,36 , 41,Lina Lansberg,0,20%,0%,0,0,0,1 , 5,36 , 51,0 , 0,0 , 4,1 , 1,0 , 0,1 , 5,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Larry Carter,http://ufcstats.com/fight-details/e0b323dae5bf4c90
82,Brett Johns,0,76%,66%,3,4,1,36 , 47,65 , 80,6 , 9,33 , 43,2 , 3,1 , 1,3 , 11,8 , 8,25 , 28,Tony Gravely,0,59%,71%,0,2,0,26 , 44,43 , 66,5 , 7,9 , 25,6 , 7,11 , 12,5 , 18,21 , 26,0 , 0,3,00:02:53,3 Rnd (5-5-5),Wayne Spinola,http://ufcstats.com/fight-details/e0b323dae5bf4c90
83,Herbert Burns,1,41%,100%,1,0,0,7 , 17,7 , 17,1 , 1,2 , 10,5 , 7,0 , 0,4 , 12,3 , 3,0 , 2,Nate Landwehr,0,44%,0%,0,0,0,4 , 9,6 , 11,0 , 0,3 , 8,1 , 1,0 , 0,3 , 8,1 , 1,0 , 0,1,00:02:43,3 Rnd (5-5-5),Larry Carter,http://ufcstats.com/fight-details/e0b323dae5bf4c90
84,Conor McGregor,1,73%,0%,0,0,0,19 , 26,20 , 27,0 , 0,19 , 25,0 , 1,0 , 0,3 , 7,3 , 3,13 , 16,Donald Cerrone,0,0%,0%,0,0,0,0 , 1,0 , 1,0 , 0,0 , 0,0 , 1,0 , 0,0 , 1,0 , 0,0 , 0,1,00:00:40,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90
85,Holly Holm,0,48%,0%,0,0,0,30 , 62,81 , 129,0 , 3,12 , 33,9 , 18,9 , 11,20 , 50,10 , 12,0 , 0,Raquel Pennington,0,48%,50%,0,0,0,38 , 78,55 , 95,1 , 2,9 , 43,27 , 30,2 , 5,10 , 46,28 , 32,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90
86,Aleksei Oleinik,0,31%,100%,3,4,0,7 , 22,25 , 46,3 , 3,4 , 19,2 , 2,1 , 1,4 , 16,0 , 0,3 , 6,Maurice Greene,0,44%,0%,0,0,0,13 , 29,38 , 54,0 , 0,10 , 25,1 , 2,2 , 2,10 , 26,3 , 3,0 , 0,2,00:04:38,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
87,Brian Kelleher,0,58%,50%,1,1,0,7 , 12,28 , 34,1 , 2,5 , 9,0 , 1,2 , 2,3 , 5,0 , 0,4 , 7,Ode Osbourne,0,64%,0%,0,0,0,9 , 14,19 , 25,0 , 0,9 , 14,0 , 0,0 , 0,3 , 8,1 , 1,5 , 5,1,00:02:49,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/e0b323dae5bf4c90
88,Anthony Pettis,0,48%,0%,0,0,0,22 , 45,28 , 51,0 , 0,12 , 33,9 , 11,1 , 1,18 , 41,3 , 3,1 , 1,Diego Ferreira,0,47%,42%,1,4,0,25 , 53,43 , 74,3 , 7,18 , 43,4 , 6,3 , 4,16 , 39,3 , 4,6 , 10,2,00:01:46,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90
89,Roxanne Modafferi,1,44%,100%,0,10,1,19 , 43,112 , 155,1 , 1,17 , 41,2 , 2,0 , 0,11 , 31,1 , 1,7 , 11,Maycee Barber,0,51%,0%,1,1,3,16 , 31,25 , 45,0 , 0,15 , 29,1 , 2,0 , 0,9 , 19,0 , 0,7 , 12,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90
90,Andre Fili,0,33%,42%,0,0,0,49 , 145,56 , 152,3 , 7,36 , 129,10 , 12,3 , 4,46 , 140,3 , 4,0 , 1,Sodiq Yusuff,0,47%,0%,1,5,1,73 , 155,90 , 177,0 , 0,54 , 131,10 , 15,9 , 9,50 , 120,3 , 5,20 , 30,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0b323dae5bf4c90
91,Tim Elliott,0,42%,27%,0,1,0,47 , 111,86 , 157,3 , 11,15 , 67,18 , 24,14 , 20,35 , 90,12 , 21,0 , 0,Askar Askarov,0,48%,0%,0,2,0,73 , 150,96 , 173,0 , 7,57 , 131,4 , 5,12 , 14,57 , 127,8 , 9,8 , 14,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
92,Drew Dober,1,50%,0%,0,1,0,13 , 26,13 , 26,0 , 0,12 , 24,1 , 2,0 , 0,2 , 15,0 , 0,11 , 11,Nasrat Haqparast,0,63%,0%,0,0,0,7 , 11,7 , 11,0 , 0,3 , 7,2 , 2,2 , 2,7 , 11,0 , 0,0 , 0,1,00:01:10,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/e0b323dae5bf4c90
93,Aleksa Camur,0,48%,50%,0,0,0,80 , 165,88 , 174,1 , 2,40 , 104,24 , 34,16 , 27,62 , 141,17 , 23,1 , 1,Justin Ledet,0,33%,0%,0,0,0,44 , 131,60 , 148,0 , 0,34 , 117,10 , 14,0 , 0,38 , 123,6 , 8,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0b323dae5bf4c90
94,Sabina Mazo,0,36%,0%,0,0,0,118 , 323,121 , 327,0 , 0,66 , 258,29 , 34,23 , 31,92 , 292,26 , 31,0 , 0,JJ Aldrich,0,40%,0%,0,0,0,58 , 144,69 , 156,0 , 0,45 , 125,10 , 13,3 , 6,49 , 132,9 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0b323dae5bf4c90
95,Frankie Edgar,0,64%,0%,0,0,0,9 , 14,9 , 14,0 , 2,6 , 11,1 , 1,2 , 2,9 , 14,0 , 0,0 , 0,Chan Sung Jung,1,76%,0%,0,1,0,46 , 60,79 , 97,0 , 0,46 , 60,0 , 0,0 , 0,8 , 18,0 , 0,38 , 42,1,00:03:18,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
96,Volkan Oezdemir,0,43%,0%,0,0,0,63 , 144,118 , 199,0 , 0,28 , 105,14 , 18,21 , 21,47 , 122,16 , 22,0 , 0,Aleksandar Rakic,0,51%,11%,1,0,0,75 , 147,87 , 162,1 , 9,49 , 116,16 , 18,10 , 13,57 , 126,18 , 21,0 , 0,3,00:05:00,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/e0b323dae5bf4c90
97,Dooho Choi,1,44%,0%,0,0,0,42 , 94,44 , 96,0 , 0,30 , 80,9 , 11,3 , 3,36 , 80,3 , 8,3 , 6,Charles Jourdain,2,49%,0%,0,0,0,64 , 129,75 , 140,0 , 0,38 , 84,23 , 37,3 , 8,52 , 115,4 , 4,8 , 10,2,00:04:32,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/e0b323dae5bf4c90
98,Da-Un Jung,1,50%,0%,0,0,0,5 , 10,5 , 10,0 , 0,5 , 10,0 , 0,0 , 0,1 , 6,0 , 0,4 , 4,Mike Rodriguez,0,50%,0%,0,0,0,4 , 8,4 , 8,0 , 0,0 , 1,2 , 2,2 , 5,4 , 8,0 , 0,0 , 0,1,00:01:04,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
99,Junyong Park,0,41%,50%,0,0,0,77 , 187,83 , 193,5 , 10,59 , 166,12 , 15,6 , 6,69 , 174,8 , 13,0 , 0,Marc-Andre Barriault,0,31%,0%,0,0,0,51 , 160,57 , 166,0 , 2,22 , 119,8 , 11,21 , 30,49 , 155,2 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/e0b323dae5bf4c90
100,Kyung Ho Kang,0,50%,42%,0,2,0,20 , 40,108 , 153,3 , 7,17 , 37,2 , 2,1 , 1,8 , 26,0 , 0,12 , 14,Liu Pingyuan,0,47%,0%,0,0,0,25 , 53,114 , 149,0 , 0,16 , 42,2 , 2,7 , 9,8 , 33,0 , 0,17 , 20,3,00:05:00,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/e0b323dae5bf4c90
101,Ciryl Gane,0,40%,0%,0,0,0,65 , 160,65 , 160,0 , 1,36 , 125,22 , 27,7 , 8,57 , 151,8 , 9,0 , 0,Tanner Boser,0,30%,0%,0,0,0,32 , 104,32 , 104,0 , 0,13 , 83,5 , 6,14 , 15,32 , 104,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
102,SeungWoo Choi,1,50%,0%,0,2,0,95 , 187,158 , 254,0 , 0,66 , 151,26 , 33,3 , 3,48 , 112,25 , 39,22 , 36,Suman Mokhtarian,0,41%,0%,0,0,0,33 , 79,67 , 115,0 , 1,14 , 47,8 , 19,11 , 13,29 , 74,2 , 3,2 , 2,3,00:05:00,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/e0b323dae5bf4c90
103,Dong Hyun Ma,0,26%,0%,0,0,0,15 , 56,21 , 63,0 , 0,6 , 43,2 , 5,7 , 8,15 , 56,0 , 0,0 , 0,Omar Morales,1,35%,100%,0,3,0,32 , 89,60 , 123,1 , 1,22 , 78,9 , 10,1 , 1,20 , 69,0 , 0,12 , 20,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/e0b323dae5bf4c90
104,Alexandre Pantoja,1,54%,100%,0,1,0,34 , 62,36 , 64,1 , 1,32 , 60,0 , 0,2 , 2,27 , 54,0 , 0,7 , 8,Matt Schnell,0,38%,0%,0,0,0,20 , 52,35 , 68,0 , 1,16 , 43,2 , 6,2 , 3,18 , 50,0 , 0,2 , 2,1,00:04:17,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
105,Raoni Barcelos,0,42%,40%,0,4,0,42 , 100,52 , 112,2 , 5,16 , 61,8 , 16,18 , 23,32 , 85,5 , 9,5 , 6,Said Nurmagomedov,0,31%,0%,0,0,0,55 , 172,77 , 200,0 , 2,24 , 131,10 , 18,21 , 23,49 , 162,2 , 5,4 , 5,3,00:05:00,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/e0b323dae5bf4c90
106,Miranda Granger,0,50%,0%,0,0,0,4 , 8,5 , 9,0 , 0,1 , 3,0 , 0,3 , 5,4 , 8,0 , 0,0 , 0,Amanda Lemos,0,66%,100%,1,1,0,8 , 12,14 , 18,1 , 1,6 , 9,0 , 1,2 , 2,3 , 5,0 , 0,5 , 7,1,00:03:43,3 Rnd (5-5-5),Greg Kleynjans,http://ufcstats.com/fight-details/e0b323dae5bf4c90
107,Heili Alateng,0,35%,30%,0,0,0,47 , 131,72 , 160,4 , 13,27 , 108,11 , 13,9 , 10,47 , 131,0 , 0,0 , 0,Ryan Benoit,0,53%,0%,0,0,0,68 , 128,84 , 145,0 , 1,45 , 101,17 , 21,6 , 6,53 , 112,15 , 16,0 , 0,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/e0b323dae5bf4c90
108,Kamaru Usman,2,48%,0%,0,0,0,175 , 360,175 , 360,0 , 0,116 , 279,53 , 74,6 , 7,156 , 340,5 , 5,14 , 15,Colby Covington,0,36%,0%,0,0,0,143 , 395,143 , 395,0 , 0,103 , 341,28 , 39,12 , 15,143 , 395,0 , 0,0 , 0,5,00:04:10,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
109,Max Holloway,0,44%,0%,0,0,0,134 , 303,135 , 304,0 , 0,85 , 233,32 , 44,17 , 26,132 , 301,2 , 2,0 , 0,Alexander Volkanovski,0,51%,0%,0,0,0,157 , 303,157 , 303,0 , 4,67 , 178,15 , 32,75 , 93,156 , 302,1 , 1,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90
110,Amanda Nunes,0,42%,72%,2,5,0,79 , 184,199 , 337,8 , 11,63 , 162,4 , 6,12 , 16,15 , 46,2 , 3,62 , 135,Germaine de Randamie,0,54%,0%,1,0,0,40 , 73,126 , 175,0 , 0,19 , 48,11 , 15,10 , 10,19 , 42,12 , 13,9 , 18,5,00:05:00,5 Rnd (5-5-5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
111,Marlon Moraes,0,43%,50%,0,1,0,59 , 137,59 , 137,1 , 2,48 , 124,7 , 9,4 , 4,58 , 136,1 , 1,0 , 0,Jose Aldo,0,39%,0%,0,0,0,58 , 147,63 , 152,0 , 0,39 , 109,16 , 34,3 , 4,57 , 146,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
112,Petr Yan,3,50%,100%,0,1,0,54 , 108,62 , 116,2 , 2,40 , 90,11 , 14,3 , 4,26 , 73,14 , 17,14 , 18,Urijah Faber,0,23%,0%,0,0,0,18 , 76,28 , 86,0 , 3,14 , 64,2 , 9,2 , 3,15 , 71,3 , 5,0 , 0,3,00:00:43,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
113,Geoff Neal,1,65%,0%,0,0,0,15 , 23,15 , 23,0 , 0,12 , 18,1 , 3,2 , 2,12 , 20,0 , 0,3 , 3,Mike Perry,0,50%,0%,0,0,0,5 , 10,5 , 10,0 , 0,1 , 3,2 , 4,2 , 3,5 , 10,0 , 0,0 , 0,1,00:01:30,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0b323dae5bf4c90
114,Ketlen Vieira,0,26%,0%,0,0,0,20 , 76,20 , 76,0 , 0,19 , 75,1 , 1,0 , 0,20 , 76,0 , 0,0 , 0,Irene Aldana,1,36%,0%,0,0,0,26 , 71,26 , 71,0 , 0,13 , 52,7 , 13,6 , 6,24 , 69,0 , 0,2 , 2,1,00:04:51,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90
115,Ian Heinisch,0,51%,30%,0,0,0,53 , 103,70 , 121,3 , 10,26 , 62,13 , 27,14 , 14,46 , 94,4 , 6,3 , 3,Omari Akhmedov,0,33%,50%,0,1,0,55 , 166,69 , 180,2 , 4,41 , 139,10 , 23,4 , 4,48 , 159,7 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
116,Matt Brown,0,63%,66%,0,3,0,30 , 47,40 , 59,2 , 3,27 , 43,2 , 3,1 , 1,10 , 20,2 , 2,18 , 25,Ben Saunders,0,52%,0%,4,0,0,12 , 23,38 , 49,0 , 0,10 , 17,2 , 6,0 , 0,5 , 15,0 , 0,7 , 8,2,00:04:55,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
117,Chase Hooper,0,55%,33%,2,2,0,20 , 36,37 , 70,1 , 3,17 , 32,2 , 3,1 , 1,3 , 4,1 , 1,16 , 31,Daniel Teymur,0,33%,0%,1,0,0,2 , 6,2 , 6,0 , 0,2 , 6,0 , 0,0 , 0,2 , 4,0 , 0,0 , 2,1,00:04:34,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b323dae5bf4c90
118,Brandon Moreno,0,32%,0%,0,0,0,91 , 276,91 , 276,0 , 0,78 , 261,12 , 14,1 , 1,91 , 276,0 , 0,0 , 0,Kai Kara-France,0,35%,0%,0,0,0,82 , 231,82 , 231,0 , 0,57 , 194,10 , 17,15 , 20,82 , 231,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0b323dae5bf4c90
119,Jessica Eye,0,50%,0%,0,0,0,98 , 196,100 , 198,0 , 1,40 , 121,29 , 40,29 , 35,91 , 188,7 , 8,0 , 0,Viviane Araujo,0,45%,28%,0,2,0,56 , 122,69 , 135,2 , 7,39 , 103,7 , 7,10 , 12,51 , 114,2 , 4,3 , 4,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e0b323dae5bf4c90
120,Punahele Soriano,2,59%,100%,0,2,0,26 , 44,26 , 46,1 , 1,20 , 37,6 , 7,0 , 0,10 , 19,2 , 3,14 , 22,Oskar Piechota,0,47%,0%,0,0,1,8 , 17,11 , 20,0 , 0,4 , 11,3 , 4,1 , 2,3 , 12,4 , 4,1 , 1,1,00:03:17,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/e0b323dae5bf4c90
121,Alistair Overeem,0,70%,20%,0,3,0,74 , 105,101 , 135,2 , 10,48 , 76,12 , 13,14 , 16,46 , 76,9 , 9,19 , 20,Jairzinho Rozenstruik,1,42%,0%,0,0,0,89 , 209,109 , 229,0 , 0,57 , 169,16 , 20,16 , 20,68 , 180,19 , 27,2 , 2,5,00:04:56,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
122,Marina Rodriguez,0,40%,0%,0,0,0,56 , 140,61 , 145,0 , 0,30 , 110,18 , 20,8 , 10,39 , 117,17 , 23,0 , 0,Cynthia Calvillo,0,60%,75%,0,7,0,78 , 130,112 , 173,3 , 4,51 , 90,17 , 26,10 , 14,30 , 72,2 , 2,46 , 56,3,00:05:00,3 Rnd (5-5-5),Fernando Yamasaki,http://ufcstats.com/fight-details/e0b323dae5bf4c90
123,Stefan Struve,0,68%,0%,0,0,0,53 , 77,63 , 87,0 , 1,18 , 39,20 , 22,15 , 16,46 , 70,7 , 7,0 , 0,Ben Rothwell,1,57%,0%,0,0,0,58 , 101,71 , 114,0 , 1,41 , 83,13 , 13,4 , 5,33 , 66,20 , 29,5 , 6,2,00:04:57,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e0b323dae5bf4c90
124,Aspen Ladd,1,55%,66%,0,3,0,47 , 85,85 , 137,2 , 3,40 , 77,7 , 8,0 , 0,20 , 48,2 , 5,25 , 32,Yana Kunitskaya,0,58%,0%,0,0,1,47 , 81,92 , 129,0 , 0,10 , 38,28 , 31,9 , 12,21 , 48,26 , 32,0 , 1,3,00:00:33,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0b323dae5bf4c90
