,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
283,Demetrious Johnson,0,51%,33%,0,0,0,127 , 247,181 , 303,5 , 15,70 , 154,29 , 44,28 , 49,51 , 158,73 , 84,3 , 5,John Dodson,1,36%,25%,0,0,0,57 , 156,71 , 170,1 , 4,25 , 109,23 , 35,9 , 12,40 , 133,16 , 22,1 , 1,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/9b9591a4f7febe32
284,Rampage Jackson,0,31%,0%,0,0,0,53 , 169,54 , 170,0 , 4,45 , 161,5 , 5,3 , 3,49 , 158,4 , 11,0 , 0,Glover Teixeira,1,44%,100%,0,5,0,80 , 179,103 , 207,5 , 5,70 , 164,9 , 14,1 , 1,48 , 131,9 , 13,23 , 35,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/638093bc4f69f639
285,Anthony Pettis,1,64%,0%,0,0,0,18 , 28,18 , 28,0 , 0,13 , 21,4 , 6,1 , 1,16 , 26,0 , 0,2 , 2,Donald Cerrone,0,33%,0%,0,0,0,4 , 12,4 , 12,0 , 0,2 , 8,1 , 2,1 , 2,4 , 12,0 , 0,0 , 0,1,00:02:35,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/bddf441908777c0c
286,Erik Koch,0,31%,0%,0,0,0,14 , 44,25 , 55,0 , 0,9 , 37,2 , 3,3 , 4,12 , 42,2 , 2,0 , 0,Ricardo Lamas,0,57%,25%,0,0,0,32 , 56,40 , 65,2 , 8,18 , 36,7 , 9,7 , 11,10 , 29,7 , 7,15 , 20,2,00:02:32,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/4e87af7e5156bbf7
287,TJ Grant,1,58%,0%,0,0,0,54 , 93,56 , 96,0 , 0,37 , 73,15 , 18,2 , 2,25 , 54,20 , 24,9 , 15,Matt Wiman,0,31%,0%,0,0,0,18 , 57,18 , 58,0 , 1,9 , 44,2 , 5,7 , 8,16 , 51,2 , 6,0 , 0,1,00:04:51,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e8c24a1754599237
288,Clay Guida,0,23%,50%,0,1,0,26 , 112,40 , 136,3 , 6,14 , 85,2 , 9,10 , 18,22 , 100,1 , 2,3 , 10,Hatsu Hioki,0,41%,0%,1,0,0,41 , 99,74 , 138,0 , 0,29 , 74,9 , 20,3 , 5,36 , 91,2 , 5,3 , 3,3,00:05:00,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/76690fbdcaa85c21
289,Mike Stumpf,0,44%,25%,0,2,0,63 , 142,87 , 169,2 , 8,26 , 95,16 , 26,21 , 21,51 , 122,12 , 19,0 , 1,Pascal Krauss,0,52%,50%,1,0,0,163 , 309,197 , 344,1 , 2,115 , 254,19 , 26,29 , 29,116 , 242,44 , 64,3 , 3,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/856e171bdfc98cb5
290,Ryan Bader,1,50%,0%,1,0,0,3 , 6,3 , 6,0 , 0,2 , 5,0 , 0,1 , 1,3 , 4,0 , 0,0 , 2,Vladimir Matyushenko,0,0%,0%,0,0,0,0 , 4,1 , 5,0 , 0,0 , 4,0 , 0,0 , 0,0 , 4,0 , 0,0 , 0,1,00:00:50,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/97cec48c97e7ea31
291,Mike Russow,0,55%,16%,0,0,0,25 , 45,29 , 51,1 , 6,25 , 45,0 , 0,0 , 0,15 , 27,10 , 18,0 , 0,Shawn Jordan,0,58%,100%,0,4,0,42 , 72,56 , 88,2 , 2,39 , 68,3 , 4,0 , 0,11 , 36,9 , 13,22 , 23,2,00:03:48,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ca28f69fa42f88ed
292,Rafael Natal,0,57%,66%,4,4,0,64 , 111,122 , 170,4 , 6,47 , 92,6 , 8,11 , 11,25 , 60,1 , 2,38 , 49,Sean Spencer,0,14%,0%,0,0,0,12 , 84,14 , 86,0 , 0,11 , 78,1 , 5,0 , 1,11 , 82,1 , 2,0 , 0,3,00:02:13,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/df0d3dec831e2142
293,Simeon Thoresen,0,42%,100%,0,1,0,49 , 115,52 , 119,1 , 1,36 , 98,6 , 9,7 , 8,39 , 93,10 , 20,0 , 2,David Mitchell,0,37%,50%,2,1,1,60 , 159,121 , 234,1 , 2,52 , 145,7 , 10,1 , 4,41 , 120,6 , 14,13 , 25,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/83f6a6fc79036749
294,Vitor Belfort,1,33%,0%,0,0,0,18 , 53,19 , 54,0 , 0,12 , 46,6 , 7,0 , 0,12 , 44,1 , 2,5 , 7,Michael Bisping,0,21%,0%,0,0,0,14 , 66,14 , 66,0 , 1,8 , 57,0 , 2,6 , 7,14 , 65,0 , 1,0 , 0,2,00:01:27,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b51d691b9f5603a8
295,Daniel Sarafian,1,38%,0%,0,2,0,38 , 98,41 , 102,0 , 6,26 , 75,12 , 23,0 , 0,35 , 95,2 , 2,1 , 1,CB Dollaway,0,40%,33%,0,3,1,62 , 152,73 , 164,2 , 6,47 , 134,9 , 12,6 , 6,43 , 121,2 , 5,17 , 26,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/4d231d5d5f815085
296,Gabriel Gonzaga,0,60%,37%,1,0,0,17 , 28,20 , 31,3 , 8,11 , 20,5 , 7,1 , 1,9 , 16,8 , 12,0 , 0,Ben Rothwell,0,44%,0%,0,0,0,12 , 27,15 , 32,0 , 0,10 , 25,2 , 2,0 , 0,9 , 22,3 , 5,0 , 0,2,00:01:01,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/2eeb1656692bd967
297,Thiago Tavares,0,20%,0%,0,0,0,2 , 10,2 , 10,0 , 0,0 , 7,1 , 2,1 , 1,2 , 10,0 , 0,0 , 0,Khabib Nurmagomedov,1,70%,0%,0,1,0,22 , 31,22 , 31,0 , 0,22 , 29,0 , 2,0 , 0,5 , 12,0 , 0,17 , 19,1,00:01:55,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/7651b2e09ea2c420
298,Godofredo Pepey,0,47%,0%,0,2,1,36 , 76,104 , 153,0 , 1,18 , 56,5 , 5,13 , 15,26 , 64,4 , 6,6 , 6,Milton Vieira,0,50%,83%,0,0,0,17 , 34,58 , 84,5 , 6,8 , 25,6 , 6,3 , 3,12 , 28,3 , 3,2 , 3,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8f426040f746905d
299,Ronny Markes,0,55%,16%,2,3,0,5 , 9,28 , 32,2 , 12,3 , 7,1 , 1,1 , 1,3 , 7,1 , 1,1 , 1,Andrew Craig,0,68%,0%,0,1,1,20 , 29,90 , 106,0 , 1,12 , 21,7 , 7,1 , 1,5 , 13,6 , 6,9 , 10,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/dff7ce155b47442c
300,Diego Nunes,0,56%,0%,0,0,0,18 , 32,19 , 33,0 , 0,12 , 24,4 , 6,2 , 2,13 , 25,3 , 5,2 , 2,Nik Lentz,0,75%,47%,0,8,0,56 , 74,205 , 234,10 , 21,34 , 51,7 , 7,15 , 16,9 , 21,16 , 17,31 , 36,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/302ce74d8b0d12a6
301,Edson Barboza,1,57%,0%,0,0,0,26 , 45,29 , 49,0 , 0,15 , 30,3 , 5,8 , 10,20 , 36,0 , 0,6 , 9,Lucas Martins,0,38%,0%,0,0,0,12 , 31,12 , 31,0 , 0,9 , 27,2 , 2,1 , 2,12 , 31,0 , 0,0 , 0,1,00:02:38,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/470f6fdd47f671fd
302,Iuri Alcantara,0,64%,100%,1,3,0,20 , 31,26 , 38,1 , 1,17 , 25,3 , 5,0 , 1,6 , 16,0 , 0,14 , 15,Pedro Nobre,0,30%,0%,0,0,0,3 , 10,3 , 10,0 , 1,1 , 7,1 , 1,1 , 2,3 , 10,0 , 0,0 , 0,1,00:02:11,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/7601245171a28da1
303,Wagner Prado,0,52%,0%,0,1,1,28 , 53,41 , 70,0 , 1,14 , 30,14 , 22,0 , 1,25 , 48,3 , 3,0 , 2,Ildemar Alcantara,0,43%,66%,3,1,0,24 , 55,39 , 70,2 , 3,10 , 36,12 , 17,2 , 2,22 , 52,2 , 3,0 , 0,2,00:02:39,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/c7ad34973f9d1cf6
304,Francisco Trinaldo,0,63%,40%,1,4,0,12 , 19,27 , 34,2 , 5,5 , 10,5 , 5,2 , 4,1 , 4,4 , 6,7 , 9,CJ Keith,0,33%,0%,0,0,1,3 , 9,5 , 11,0 , 1,2 , 6,0 , 1,1 , 2,1 , 7,0 , 0,2 , 2,2,00:01:50,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/f4273b2155fe20fe
305,Junior Dos Santos,0,41%,0%,0,0,0,57 , 137,66 , 146,0 , 1,32 , 102,25 , 35,0 , 0,43 , 117,14 , 20,0 , 0,Cain Velasquez,1,49%,33%,0,3,0,111 , 224,210 , 339,11 , 33,82 , 193,25 , 27,4 , 4,35 , 122,39 , 53,37 , 49,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/02a373f6503b3530
306,Jim Miller,0,44%,100%,2,2,0,91 , 204,96 , 210,1 , 1,61 , 164,19 , 25,11 , 15,57 , 158,27 , 36,7 , 10,Joe Lauzon,0,28%,0%,3,1,1,35 , 123,40 , 128,0 , 1,25 , 109,6 , 8,4 , 6,26 , 109,7 , 11,2 , 3,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/5d7a720a2e2f4749
307,Tim Boetsch,1,47%,25%,0,0,0,25 , 53,41 , 74,2 , 8,8 , 28,13 , 21,4 , 4,13 , 37,11 , 14,1 , 2,Costas Philippou,0,37%,0%,0,0,0,28 , 74,56 , 108,0 , 0,27 , 70,1 , 3,0 , 1,5 , 34,6 , 9,17 , 31,3,00:02:11,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/526790a5b3c4b5a2
308,Yushin Okami,0,45%,20%,0,8,0,20 , 44,81 , 115,1 , 5,14 , 38,5 , 5,1 , 1,5 , 26,2 , 3,13 , 15,Alan Belcher,0,21%,0%,2,2,0,6 , 28,15 , 39,0 , 0,4 , 26,0 , 0,2 , 2,6 , 28,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/23cdc3ef525ba8e4
309,Chris Leben,0,42%,0%,0,0,0,40 , 94,103 , 164,0 , 0,20 , 69,2 , 2,18 , 23,36 , 89,4 , 5,0 , 0,Derek Brunson,0,31%,30%,1,4,0,41 , 130,76 , 174,4 , 13,30 , 109,4 , 7,7 , 14,29 , 105,2 , 4,10 , 21,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/bab948352454f302
310,Brad Pickett,0,31%,0%,0,0,0,67 , 212,67 , 212,0 , 0,33 , 154,16 , 33,18 , 25,67 , 212,0 , 0,0 , 0,Eddie Wineland,1,30%,0%,0,0,0,90 , 294,90 , 294,0 , 2,83 , 276,7 , 18,0 , 0,90 , 294,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/5a65ffe3842ce2f2
311,Erik Perez,1,68%,0%,0,0,0,40 , 58,49 , 72,0 , 0,23 , 41,13 , 13,4 , 4,3 , 6,16 , 16,21 , 36,Byron Bloodworth,0,72%,0%,0,0,0,8 , 11,9 , 12,0 , 0,3 , 5,4 , 5,1 , 1,3 , 5,5 , 6,0 , 0,1,00:03:50,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/ea9059fd076a2f1e
312,Melvin Guillard,0,50%,0%,1,1,0,57 , 112,62 , 117,0 , 1,31 , 85,10 , 11,16 , 16,49 , 101,3 , 3,5 , 8,Jamie Varner,0,32%,70%,1,0,0,32 , 97,66 , 148,7 , 10,23 , 83,7 , 12,2 , 2,27 , 86,5 , 11,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/0d4927585d0480fc
313,Michael Johnson,0,14%,0%,0,0,0,6 , 41,10 , 45,0 , 0,2 , 28,1 , 6,3 , 7,5 , 40,1 , 1,0 , 0,Myles Jury,0,46%,50%,1,7,0,56 , 121,125 , 209,3 , 6,48 , 112,0 , 1,8 , 8,10 , 44,2 , 2,44 , 75,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/85f67de8e9dc5689
314,Philip De Fries,0,53%,100%,0,0,0,7 , 13,12 , 18,1 , 1,7 , 12,0 , 1,0 , 0,0 , 5,7 , 8,0 , 0,Todd Duffee,1,64%,0%,0,0,0,20 , 31,22 , 33,0 , 0,14 , 24,5 , 6,1 , 1,13 , 21,7 , 10,0 , 0,1,00:02:04,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/84500d5c1aba97a2
315,Leonard Garcia,0,24%,50%,0,1,0,89 , 359,92 , 367,2 , 4,64 , 320,10 , 24,15 , 15,82 , 346,7 , 12,0 , 1,Max Holloway,1,44%,0%,0,0,0,120 , 269,122 , 273,0 , 0,68 , 193,38 , 61,14 , 15,114 , 261,6 , 7,0 , 1,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/a551d93167533459
316,Chris Cariaso,0,31%,50%,0,0,0,39 , 122,41 , 124,1 , 2,19 , 93,10 , 19,10 , 10,34 , 108,5 , 12,0 , 2,John Moraga,0,35%,100%,1,0,0,26 , 74,31 , 79,2 , 2,15 , 52,8 , 18,3 , 4,21 , 65,5 , 9,0 , 0,3,00:01:11,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/fc9ec3a01d0129b6
317,Roy Nelson,1,43%,0%,0,0,0,23 , 53,23 , 53,0 , 1,22 , 51,0 , 1,1 , 1,19 , 47,0 , 1,4 , 5,Matt Mitrione,0,46%,0%,0,0,0,13 , 28,13 , 28,0 , 0,9 , 22,3 , 5,1 , 1,10 , 25,3 , 3,0 , 0,1,00:02:58,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/5bcc7204a43cf34e
318,Colton Smith,0,83%,43%,1,5,0,15 , 18,88 , 113,7 , 16,3 , 5,1 , 2,11 , 11,4 , 6,4 , 4,7 , 8,Mike Ricci,0,60%,0%,0,1,1,9 , 15,10 , 17,0 , 0,6 , 11,2 , 3,1 , 1,5 , 9,0 , 1,4 , 5,3,00:05:00,3 Rnd   OT (5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/99c12cc04b4261bf
319,Pat Barry,1,73%,0%,0,1,0,11 , 15,11 , 15,0 , 0,8 , 11,0 , 1,3 , 3,11 , 13,0 , 0,0 , 2,Shane del Rosario,0,56%,25%,2,1,0,14 , 25,33 , 44,1 , 4,1 , 9,8 , 11,5 , 5,4 , 12,10 , 13,0 , 0,2,00:00:26,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/cade8a4e97911e89
320,Dustin Poirier,0,47%,0%,1,0,0,35 , 73,38 , 76,0 , 2,28 , 65,4 , 5,3 , 3,13 , 34,22 , 39,0 , 0,Jonathan Brookins,0,48%,0%,0,0,0,26 , 54,26 , 54,0 , 2,20 , 46,6 , 7,0 , 1,12 , 26,14 , 28,0 , 0,1,00:04:15,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e88c59ad88e9dc27
321,Mike Pyle,1,52%,0%,0,0,0,9 , 17,9 , 17,0 , 0,7 , 14,1 , 2,1 , 1,2 , 4,2 , 6,5 , 7,James Head,0,52%,0%,0,0,0,13 , 25,15 , 27,0 , 0,7 , 18,6 , 7,0 , 0,5 , 14,8 , 11,0 , 0,1,00:01:55,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/1d20bba4aca5f81a
322,Johnny Bedford,2,56%,100%,0,1,0,34 , 60,45 , 72,1 , 1,27 , 48,4 , 7,3 , 5,16 , 36,3 , 5,15 , 19,Marcos Vinicius,0,26%,0%,1,0,0,4 , 15,5 , 16,0 , 0,2 , 7,0 , 6,2 , 2,3 , 14,1 , 1,0 , 0,2,00:01:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/452a9728317893d7
323,Vinc Pichel,0,0%,0%,0,0,0,0 , 4,1 , 5,0 , 0,0 , 3,0 , 0,0 , 1,0 , 4,0 , 0,0 , 0,Rustam Khabilov,0,68%,83%,0,1,0,13 , 19,19 , 25,5 , 6,12 , 18,1 , 1,0 , 0,0 , 4,2 , 2,11 , 13,1,00:02:15,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/12d17a837caeae63
324,TJ Waldburger,1,76%,20%,4,0,0,13 , 17,14 , 18,1 , 5,10 , 14,2 , 2,1 , 1,3 , 5,3 , 3,7 , 9,Nick Catone,0,62%,50%,0,1,1,10 , 16,14 , 20,1 , 2,6 , 11,1 , 2,3 , 3,1 , 3,4 , 6,5 , 7,2,00:01:04,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/6b83234360b3ca62
325,Reuben Duran,0,26%,0%,0,0,0,8 , 30,8 , 30,0 , 0,4 , 24,3 , 5,1 , 1,5 , 27,3 , 3,0 , 0,Hugo Viana,3,56%,0%,0,0,0,22 , 39,26 , 43,0 , 0,18 , 34,4 , 4,0 , 1,17 , 32,0 , 0,5 , 7,1,00:04:05,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/6463a48c9347a9f3
326,Mike Rio,0,44%,36%,1,5,0,30 , 67,67 , 111,4 , 11,15 , 50,5 , 5,10 , 12,19 , 52,10 , 13,1 , 2,John Cofer,0,52%,0%,0,1,3,31 , 59,57 , 87,0 , 0,19 , 46,9 , 9,3 , 4,20 , 44,7 , 11,4 , 4,3,00:04:11,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/8935fc5943a78c20
327,Jared Papazian,0,37%,0%,0,1,1,36 , 97,46 , 109,0 , 1,28 , 87,5 , 7,3 , 3,30 , 87,4 , 6,2 , 4,Tim Elliott,1,52%,50%,4,9,0,36 , 69,189 , 256,7 , 14,26 , 57,7 , 9,3 , 3,27 , 58,4 , 5,5 , 6,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/b43c83505edcd8fa
328,George Sotiropoulos,0,30%,16%,0,1,0,34 , 113,35 , 114,1 , 6,27 , 98,6 , 14,1 , 1,31 , 106,3 , 7,0 , 0,Ross Pearson,2,50%,0%,0,0,0,50 , 100,53 , 103,0 , 1,32 , 81,12 , 13,6 , 6,40 , 88,9 , 11,1 , 1,3,00:00:41,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e2bacdc395aa7b40
329,Robert Whittaker,1,41%,0%,0,0,0,83 , 202,89 , 208,0 , 0,64 , 172,15 , 25,4 , 5,60 , 167,17 , 24,6 , 11,Bradley Scott,0,32%,20%,0,1,0,55 , 171,82 , 205,1 , 5,29 , 133,18 , 29,8 , 9,42 , 154,11 , 15,2 , 2,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/d6b3c56a4cf14c1a
330,Colin Fletcher,0,39%,0%,0,1,0,56 , 141,66 , 154,0 , 0,21 , 85,10 , 24,25 , 32,54 , 136,2 , 5,0 , 0,Norman Parke,0,42%,66%,0,7,0,42 , 98,48 , 105,6 , 9,29 , 77,6 , 13,7 , 8,35 , 89,1 , 2,6 , 7,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/ddf2eff896475431
331,Hector Lombard,2,52%,0%,0,0,0,24 , 46,26 , 48,0 , 0,23 , 43,1 , 3,0 , 0,15 , 33,2 , 3,7 , 10,Rousimar Palhares,0,46%,0%,0,0,0,6 , 13,6 , 13,0 , 0,0 , 6,2 , 2,4 , 5,6 , 13,0 , 0,0 , 0,1,00:03:38,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/6834ae686aa0c588
332,Chad Mendes,1,76%,0%,0,0,0,10 , 13,11 , 14,0 , 0,4 , 6,2 , 2,4 , 5,8 , 11,0 , 0,2 , 2,Yaotzin Meza,0,13%,0%,0,0,0,2 , 15,2 , 15,0 , 0,0 , 10,1 , 2,1 , 3,2 , 15,0 , 0,0 , 0,1,00:01:55,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/a6097fd4e77cb881
333,Igor Pokrajac,0,51%,0%,0,0,0,48 , 94,63 , 111,0 , 2,39 , 84,6 , 7,3 , 3,34 , 77,14 , 17,0 , 0,Joey Beltran,0,46%,0%,0,0,0,65 , 139,206 , 299,0 , 3,32 , 101,22 , 27,11 , 11,20 , 87,45 , 52,0 , 0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/61d89fc97e7b145c
334,Mike Pierce,0,33%,50%,0,1,0,16 , 48,51 , 93,6 , 12,16 , 48,0 , 0,0 , 0,10 , 35,3 , 4,3 , 9,Seth Baczynski,0,32%,0%,0,0,0,34 , 106,94 , 185,0 , 0,24 , 95,7 , 8,3 , 3,33 , 103,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/d4c85298623130de
335,Benny Alloway,1,61%,0%,0,0,0,16 , 26,18 , 28,0 , 0,10 , 19,3 , 3,3 , 4,9 , 17,2 , 4,5 , 5,Manuel Rodriguez,0,33%,75%,0,3,0,4 , 12,17 , 25,3 , 4,4 , 12,0 , 0,0 , 0,4 , 12,0 , 0,0 , 0,1,00:04:57,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/e57b884785848624
336,Brendan Loughnane,1,63%,0%,0,0,0,75 , 119,96 , 142,0 , 2,36 , 77,11 , 12,28 , 30,67 , 109,8 , 10,0 , 0,Mike Wilkinson,0,33%,8%,0,0,0,54 , 159,119 , 240,1 , 12,29 , 124,9 , 10,16 , 25,45 , 145,7 , 12,2 , 2,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/f82c414666fe934c
337,Nick Penner,1,38%,0%,0,1,0,7 , 18,23 , 37,0 , 0,6 , 17,1 , 1,0 , 0,5 , 12,1 , 3,1 , 3,Cody Donovan,1,70%,100%,0,1,0,19 , 27,31 , 44,1 , 1,9 , 16,9 , 10,1 , 1,6 , 11,8 , 9,5 , 7,1,00:04:35,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/4eda704823ccfb71
338,Benson Henderson,1,62%,66%,0,3,0,124 , 198,183 , 259,8 , 12,63 , 126,29 , 33,32 , 39,26 , 51,31 , 37,67 , 110,Nate Diaz,0,36%,0%,2,0,0,30 , 83,95 , 160,0 , 6,8 , 55,12 , 18,10 , 10,5 , 52,25 , 31,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/bc72dac46f0383f1
339,Mauricio Rua,0,43%,33%,1,0,0,41 , 95,51 , 105,1 , 3,23 , 69,7 , 13,11 , 13,27 , 76,14 , 19,0 , 0,Alexander Gustafsson,0,46%,50%,0,2,0,72 , 156,128 , 215,6 , 12,57 , 134,9 , 13,6 , 9,47 , 123,10 , 14,15 , 19,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/3b1aed7d00a775c6
340,BJ Penn,0,26%,0%,0,0,0,24 , 89,53 , 119,0 , 2,20 , 82,4 , 7,0 , 0,21 , 84,3 , 5,0 , 0,Rory MacDonald,0,57%,33%,0,0,0,116 , 203,125 , 212,1 , 3,78 , 148,29 , 41,9 , 14,105 , 185,10 , 16,1 , 2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/2adfc6444d1adc01
341,Mike Swick,0,31%,0%,0,1,0,9 , 29,19 , 42,0 , 2,9 , 29,0 , 0,0 , 0,5 , 25,3 , 3,1 , 1,Matt Brown,1,64%,100%,2,0,0,25 , 39,37 , 52,1 , 1,13 , 26,12 , 13,0 , 0,8 , 18,15 , 19,2 , 2,2,00:02:31,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/405cbbcaa79db24b
342,Yves Edwards,1,38%,0%,0,0,0,8 , 21,12 , 26,0 , 1,5 , 16,1 , 2,2 , 3,6 , 19,0 , 0,2 , 2,Jeremy Stephens,0,23%,0%,0,0,0,5 , 21,6 , 22,0 , 1,3 , 18,1 , 1,1 , 2,4 , 20,1 , 1,0 , 0,1,00:01:55,3 Rnd (5-5-5),Steve Newport,http://ufcstats.com/fight-details/9caaca5748ea9086
343,Raphael Assuncao,0,36%,0%,0,0,0,57 , 156,60 , 159,0 , 6,28 , 118,6 , 12,23 , 26,45 , 140,12 , 16,0 , 0,Mike Easton,0,19%,0%,0,0,0,30 , 155,34 , 159,0 , 3,7 , 118,3 , 14,20 , 23,29 , 153,1 , 2,0 , 0,3,00:05:00,3 Rnd (5-5-5),Steve Newport,http://ufcstats.com/fight-details/b3e520f1092401c1
344,Ramsey Nijem,1,41%,50%,0,2,0,49 , 117,117 , 204,5 , 10,35 , 92,9 , 18,5 , 7,32 , 81,9 , 20,8 , 16,Joe Proctor,0,30%,0%,4,1,0,21 , 68,36 , 84,0 , 0,17 , 61,2 , 4,2 , 3,17 , 58,3 , 9,1 , 1,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b57345c34f6d2ab3
345,Daron Cruickshank,1,57%,0%,0,0,0,52 , 91,55 , 95,0 , 0,28 , 61,21 , 27,3 , 3,30 , 57,22 , 34,0 , 0,Henry Martinez,0,20%,0%,0,0,0,21 , 102,29 , 123,0 , 2,16 , 93,1 , 4,4 , 5,17 , 87,4 , 15,0 , 0,2,00:02:57,3 Rnd (5-5-5),Anthony Hamlett,http://ufcstats.com/fight-details/5c36d760c7e272f5
346,Marcus LeVesseur,0,56%,20%,0,0,0,9 , 16,11 , 19,2 , 10,3 , 7,1 , 1,5 , 8,3 , 6,6 , 10,0 , 0,Abel Trujillo,1,76%,100%,2,0,0,57 , 75,94 , 117,1 , 1,22 , 36,28 , 32,7 , 7,1 , 10,28 , 33,28 , 32,2,00:03:56,3 Rnd (5-5-5),Anthony Hamlett,http://ufcstats.com/fight-details/ed8944898353b526
