,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
382,Mike Pyle,0,20%,0%,0,0,0,4 , 20,4 , 20,0 , 0,1 , 15,3 , 5,0 , 0,4 , 20,0 , 0,0 , 0,Zak Ottow,1,44%,0%,0,0,0,22 , 50,26 , 56,0 , 0,18 , 40,2 , 8,2 , 2,9 , 29,0 , 0,13 , 21,1,00:02:34,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c6c975ca66a7f91a
383,Bryan Caraway,0,35%,4%,0,3,0,59 , 168,116 , 236,1 , 23,50 , 156,4 , 7,5 , 5,50 , 147,8 , 20,1 , 1,Cody Stamann,0,57%,0%,0,0,0,95 , 166,115 , 186,0 , 1,67 , 132,21 , 26,7 , 8,65 , 128,30 , 38,0 , 0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/12a64dfb8147566b
384,Jordan Johnson,0,55%,18%,0,0,0,59 , 106,176 , 239,2 , 11,44 , 88,7 , 9,8 , 9,57 , 101,2 , 5,0 , 0,Adam Milstead,0,43%,0%,0,0,0,58 , 133,70 , 145,0 , 0,47 , 121,6 , 7,5 , 5,44 , 113,13 , 19,1 , 1,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/84f236d6c57d7cfb
385,Josh Emmett,1,45%,0%,0,0,0,18 , 40,21 , 43,0 , 0,9 , 30,5 , 6,4 , 4,13 , 32,0 , 0,5 , 8,Jeremy Stephens,1,42%,0%,0,0,0,24 , 57,24 , 57,0 , 0,18 , 46,4 , 8,2 , 3,19 , 49,0 , 0,5 , 8,2,00:01:35,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/519dcb290e6db845
386,Jessica Andrade,0,51%,83%,0,8,1,92 , 178,151 , 237,10 , 12,46 , 124,43 , 50,3 , 4,37 , 113,17 , 26,38 , 39,Tecia Torres,0,46%,100%,0,1,0,69 , 150,88 , 171,2 , 2,54 , 132,6 , 9,9 , 9,61 , 133,5 , 13,3 , 4,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/4d9d371b8db6fb91
387,Ovince Saint Preux,0,29%,0%,0,0,0,7 , 24,7 , 24,0 , 0,2 , 18,2 , 3,3 , 3,7 , 24,0 , 0,0 , 0,Ilir Latifi,1,60%,0%,1,0,0,25 , 41,27 , 43,0 , 0,11 , 25,5 , 6,9 , 10,19 , 34,1 , 1,5 , 6,1,00:03:48,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/9c79433a4686f3fc
388,Mike Perry,0,40%,25%,0,1,0,45 , 110,45 , 110,1 , 4,23 , 77,8 , 18,14 , 15,44 , 108,1 , 2,0 , 0,Max Griffin,1,46%,0%,0,0,0,78 , 168,81 , 171,0 , 1,58 , 138,7 , 15,13 , 15,74 , 163,1 , 1,3 , 4,3,00:05:00,3 Rnd (5-5-5),Andrew Glenn,http://ufcstats.com/fight-details/424a20da52b4f956
389,Renan Barao,0,50%,0%,0,0,0,116 , 228,134 , 247,0 , 2,78 , 167,27 , 43,11 , 18,95 , 204,21 , 24,0 , 0,Brian Kelleher,0,46%,25%,0,0,0,94 , 203,145 , 256,1 , 4,74 , 175,13 , 21,7 , 7,86 , 195,8 , 8,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e22a887ce4ab30eb
390,Sara McMann,0,18%,40%,0,1,0,9 , 49,76 , 120,2 , 5,5 , 42,2 , 5,2 , 2,6 , 45,3 , 4,0 , 0,Marion Reneau,0,58%,0%,1,0,0,23 , 39,37 , 55,0 , 0,23 , 38,0 , 1,0 , 0,11 , 24,1 , 2,11 , 13,2,00:03:40,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/3cf4582b48302bb6
391,Maryna Moroz,0,26%,0%,0,0,0,84 , 321,100 , 339,0 , 2,39 , 241,32 , 62,13 , 18,78 , 304,6 , 16,0 , 1,Angela Hill,0,54%,50%,0,1,0,114 , 209,121 , 216,1 , 2,63 , 144,26 , 37,25 , 28,89 , 182,22 , 24,3 , 3,3,00:05:00,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/037c68d03c970609
392,Ben Saunders,0,41%,0%,0,0,0,33 , 79,34 , 80,0 , 0,21 , 60,8 , 14,4 , 5,25 , 65,8 , 13,0 , 1,Alan Jouban,2,55%,0%,0,1,0,78 , 141,78 , 141,0 , 0,53 , 109,10 , 13,15 , 19,60 , 110,16 , 28,2 , 3,2,00:02:38,3 Rnd (5-5-5),Andrew Glenn,http://ufcstats.com/fight-details/093ebd3375591101
393,Sam Alvey,2,52%,100%,0,1,0,10 , 19,14 , 23,1 , 1,3 , 12,1 , 1,6 , 6,9 , 17,1 , 1,0 , 1,Marcin Prachnio,0,62%,0%,0,0,0,15 , 24,36 , 45,0 , 0,3 , 10,4 , 6,8 , 8,12 , 20,3 , 4,0 , 0,1,00:04:23,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/04970dfa4d531e39
394,Rani Yahya,0,85%,66%,2,5,1,17 , 20,105 , 149,2 , 3,1 , 4,14 , 14,2 , 2,2 , 5,0 , 0,15 , 15,Russell Doane,0,25%,100%,0,1,0,2 , 8,15 , 30,1 , 1,0 , 5,2 , 3,0 , 0,2 , 8,0 , 0,0 , 0,3,00:02:32,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/bf8f747e57d6d1c7
395,Eric Shelton,0,37%,0%,0,0,0,41 , 109,72 , 140,0 , 2,30 , 98,9 , 9,2 , 2,31 , 98,1 , 2,9 , 9,Alex Perez,0,35%,55%,0,1,0,29 , 82,67 , 123,5 , 9,15 , 64,3 , 6,11 , 12,24 , 73,1 , 4,4 , 5,3,00:05:00,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/0f2611c3ec4661dd
396,Albert Morales,0,35%,100%,0,1,1,19 , 54,30 , 66,1 , 1,16 , 50,1 , 2,2 , 2,12 , 43,0 , 0,7 , 11,Manny Bermudez,0,42%,20%,3,4,2,12 , 28,27 , 43,1 , 5,12 , 28,0 , 0,0 , 0,6 , 19,0 , 0,6 , 9,2,00:02:33,3 Rnd (5-5-5),Andrew Glenn,http://ufcstats.com/fight-details/0328754c15ecd37c
397,Donald Cerrone,3,49%,0%,0,0,0,28 , 57,28 , 57,0 , 1,16 , 45,11 , 11,1 , 1,24 , 52,1 , 1,3 , 4,Yancy Medeiros,0,31%,0%,0,0,0,25 , 79,26 , 80,0 , 0,17 , 70,8 , 9,0 , 0,22 , 76,3 , 3,0 , 0,1,00:04:58,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/8f7a73d05387b159
398,Derrick Lewis,2,66%,50%,0,2,0,30 , 45,32 , 47,1 , 2,27 , 42,2 , 2,1 , 1,7 , 13,3 , 4,20 , 28,Marcin Tybura,0,66%,50%,1,8,1,37 , 56,83 , 104,1 , 2,19 , 32,8 , 11,10 , 13,9 , 20,5 , 5,23 , 31,3,00:02:48,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/f73dfeb48b09e6a6
399,James Vick,1,43%,50%,0,0,0,68 , 158,72 , 162,1 , 2,24 , 100,38 , 50,6 , 8,60 , 147,4 , 6,4 , 5,Francisco Trinaldo,0,28%,100%,1,2,0,26 , 90,27 , 91,3 , 3,10 , 67,16 , 20,0 , 3,23 , 86,3 , 4,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/6ae96d1de3bb0506
400,Thiago Alves,0,31%,100%,0,1,0,33 , 106,37 , 110,1 , 1,3 , 63,3 , 3,27 , 40,33 , 106,0 , 0,0 , 0,Curtis Millender,2,44%,0%,0,0,0,47 , 106,47 , 106,0 , 0,31 , 85,7 , 10,9 , 11,44 , 100,0 , 0,3 , 6,2,00:04:17,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/357a5bc5de4f545d
401,Steven Peterson,0,25%,10%,0,1,0,73 , 286,82 , 296,1 , 10,55 , 257,12 , 18,6 , 11,65 , 271,6 , 12,2 , 3,Brandon Davis,0,40%,0%,0,1,0,114 , 285,119 , 291,0 , 1,83 , 243,12 , 19,19 , 23,108 , 278,6 , 6,0 , 1,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/a8d189f56de9b451
402,Sage Northcutt,0,45%,11%,0,1,0,63 , 138,125 , 204,1 , 9,32 , 102,16 , 20,15 , 16,41 , 114,9 , 10,13 , 14,Thibault Gouti,0,42%,80%,1,2,0,28 , 66,30 , 68,4 , 5,21 , 49,2 , 6,5 , 11,25 , 63,0 , 0,3 , 3,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/aeac1209f15157ed
403,Jared Gordon,0,47%,0%,0,0,0,8 , 17,8 , 17,0 , 1,8 , 17,0 , 0,0 , 0,8 , 17,0 , 0,0 , 0,Diego Ferreira,1,48%,0%,0,2,0,29 , 60,29 , 60,0 , 0,24 , 54,3 , 4,2 , 2,13 , 44,0 , 0,16 , 16,1,00:01:58,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/07f234a488661125
404,Geoff Neal,0,45%,0%,1,0,0,14 , 31,15 , 32,0 , 0,11 , 28,1 , 1,2 , 2,14 , 31,0 , 0,0 , 0,Brian Camozzi,0,24%,0%,0,0,0,7 , 29,9 , 32,0 , 0,3 , 22,2 , 5,2 , 2,7 , 28,0 , 1,0 , 0,1,00:02:48,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/4335683beee93652
405,Roberto Sanchez,0,66%,100%,1,2,0,2 , 3,2 , 3,3 , 3,1 , 2,0 , 0,1 , 1,2 , 3,0 , 0,0 , 0,Joby Sanchez,0,20%,0%,0,0,0,1 , 5,5 , 9,0 , 0,1 , 5,0 , 0,0 , 0,1 , 5,0 , 0,0 , 0,1,00:01:50,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/6f981a44898fb4ff
406,Sarah Moras,0,35%,40%,2,1,0,43 , 121,80 , 165,2 , 5,33 , 108,8 , 10,2 , 3,12 , 67,3 , 5,28 , 49,Lucie Pudilova,2,55%,0%,0,2,1,75 , 134,107 , 171,0 , 0,70 , 128,3 , 3,2 , 3,48 , 93,5 , 6,22 , 35,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/0bfb221a0944f8e0
407,Joshua Burkman,0,30%,0%,0,0,0,4 , 13,4 , 13,0 , 0,0 , 5,0 , 3,4 , 5,4 , 13,0 , 0,0 , 0,Alex Morono,1,36%,0%,1,0,0,7 , 19,7 , 19,0 , 0,2 , 12,0 , 0,5 , 7,7 , 19,0 , 0,0 , 0,1,00:02:12,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5edd1cd479f3919e
408,Oskar Piechota,1,77%,0%,0,0,0,17 , 22,17 , 22,0 , 0,13 , 18,2 , 2,2 , 2,10 , 14,0 , 0,7 , 8,Tim Williams,0,44%,0%,0,0,0,8 , 18,8 , 18,0 , 0,4 , 12,0 , 0,4 , 6,8 , 18,0 , 0,0 , 0,1,00:01:54,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/d07dd6239afe1cb0
409,Yoel Romero,1,48%,0%,0,0,0,45 , 92,52 , 99,0 , 0,23 , 60,10 , 17,12 , 15,31 , 73,13 , 18,1 , 1,Luke Rockhold,0,37%,0%,0,0,0,45 , 119,45 , 119,0 , 0,22 , 87,10 , 15,13 , 17,44 , 118,1 , 1,0 , 0,3,00:01:48,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/9444cfe0c7c0f6a7
410,Mark Hunt,1,43%,0%,0,0,0,14 , 32,35 , 53,0 , 0,13 , 31,0 , 0,1 , 1,11 , 29,2 , 2,1 , 1,Curtis Blaydes,0,53%,71%,0,10,0,56 , 105,126 , 184,10 , 14,46 , 95,6 , 6,4 , 4,11 , 54,1 , 1,44 , 50,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/cd67f6ddb2920193
411,Tai Tuivasa,0,74%,0%,0,0,0,38 , 51,39 , 52,0 , 0,30 , 43,8 , 8,0 , 0,26 , 37,12 , 14,0 , 0,Cyril Asker,0,27%,0%,0,0,0,3 , 11,3 , 11,0 , 0,2 , 10,1 , 1,0 , 0,1 , 8,2 , 3,0 , 0,1,00:02:18,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/3112430100d2d0be
412,Jake Matthews,2,49%,50%,1,4,0,63 , 127,89 , 156,2 , 4,61 , 121,0 , 2,2 , 4,38 , 87,1 , 4,24 , 36,Jingliang Li,0,32%,0%,0,0,1,49 , 152,56 , 163,0 , 1,35 , 134,4 , 4,10 , 14,40 , 132,4 , 6,5 , 14,3,00:05:00,3 Rnd (5-5-5),Mark Simpson,http://ufcstats.com/fight-details/0d7dc1ed5eb995e4
413,Tyson Pedro,0,52%,0%,1,0,0,12 , 23,17 , 28,0 , 1,6 , 17,2 , 2,4 , 4,10 , 18,2 , 5,0 , 0,Saparbeg Safarov,0,36%,40%,0,1,0,8 , 22,10 , 24,2 , 5,6 , 20,1 , 1,1 , 1,4 , 14,3 , 6,1 , 2,1,00:03:54,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/b6e086dd8093355d
414,Damien Brown,0,37%,0%,0,0,0,46 , 123,46 , 123,0 , 0,16 , 81,12 , 19,18 , 23,46 , 123,0 , 0,0 , 0,Dong Hyun Ma,0,43%,0%,0,0,0,67 , 153,68 , 154,0 , 0,43 , 114,7 , 19,17 , 20,67 , 153,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/6cb9bc7c86ae43b9
415,Rob Wilkinson,0,47%,20%,0,1,0,22 , 46,33 , 59,3 , 15,6 , 22,5 , 10,11 , 14,7 , 26,15 , 20,0 , 0,Israel Adesanya,1,69%,0%,0,0,0,52 , 75,70 , 94,0 , 0,35 , 56,13 , 13,4 , 6,28 , 45,24 , 30,0 , 0,2,00:03:37,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/1cd5d5e271b646a3
416,Alexander Volkanovski,0,60%,66%,0,4,0,73 , 120,105 , 158,2 , 3,57 , 103,10 , 10,6 , 7,4 , 9,5 , 8,64 , 103,Jeremy Kennedy,0,32%,0%,0,0,0,8 , 25,11 , 29,0 , 3,7 , 24,1 , 1,0 , 0,1 , 18,0 , 0,7 , 7,2,00:04:57,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/f3a60ca18747aeac
417,Jussier Formiga,1,55%,50%,1,4,0,27 , 49,50 , 72,2 , 4,24 , 44,2 , 4,1 , 1,12 , 29,1 , 5,14 , 15,Ben Nguyen,0,32%,0%,0,0,0,21 , 65,37 , 82,0 , 0,8 , 46,10 , 15,3 , 4,7 , 49,13 , 15,1 , 1,3,00:01:43,3 Rnd (5-5-5),Peter Hickmott,http://ufcstats.com/fight-details/f8fce67abe0ab922
418,Ross Pearson,0,32%,0%,0,0,0,58 , 176,59 , 177,0 , 0,31 , 134,16 , 30,11 , 12,57 , 174,1 , 2,0 , 0,Mizuto Hirota,0,36%,0%,0,0,0,77 , 213,77 , 213,0 , 1,49 , 176,3 , 10,25 , 27,73 , 208,4 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/e8f2902be7b350ad
419,Teruto Ishihara,1,30%,25%,0,0,0,33 , 109,35 , 111,1 , 4,8 , 77,6 , 12,19 , 20,29 , 102,4 , 7,0 , 0,Jose Quinonez,0,50%,28%,0,1,0,49 , 98,54 , 103,2 , 7,16 , 59,6 , 8,27 , 31,42 , 89,7 , 9,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/58286d3126cc5263
420,Luke Jumeau,0,48%,100%,0,0,0,63 , 130,64 , 131,1 , 1,35 , 93,11 , 20,17 , 17,58 , 118,2 , 7,3 , 5,Daichi Abe,0,36%,0%,0,0,0,63 , 171,65 , 176,0 , 1,43 , 144,7 , 14,13 , 13,47 , 145,8 , 14,8 , 12,3,00:05:00,3 Rnd (5-5-5),Mark Simpson,http://ufcstats.com/fight-details/194d3950076b2f83
421,Lyoto Machida,0,55%,0%,0,0,0,62 , 112,66 , 116,0 , 0,18 , 57,23 , 31,21 , 24,49 , 94,6 , 7,7 , 11,Eryk Anders,0,41%,27%,0,0,0,32 , 77,46 , 94,3 , 11,18 , 63,13 , 13,1 , 1,19 , 60,12 , 15,1 , 2,5,00:05:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/420dd305cd1d062f
422,Valentina Shevchenko,0,84%,100%,2,4,0,95 , 113,230 , 254,2 , 2,87 , 103,8 , 9,0 , 1,11 , 20,0 , 0,84 , 93,Priscila Cachoeira,0,16%,0%,0,0,0,2 , 12,3 , 13,0 , 0,2 , 12,0 , 0,0 , 0,2 , 12,0 , 0,0 , 0,2,00:04:25,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/10f5bb70feb1df53
423,Michel Prazeres,0,50%,37%,3,3,0,36 , 72,70 , 106,3 , 8,22 , 52,8 , 14,6 , 6,17 , 51,6 , 7,13 , 14,Desmond Green,0,54%,50%,0,1,0,33 , 61,50 , 79,3 , 6,9 , 36,15 , 15,9 , 10,20 , 45,13 , 16,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/ee1c1e9037fee21e
424,Tim Johnson,0,52%,0%,0,0,0,77 , 146,139 , 217,0 , 6,42 , 102,25 , 32,10 , 12,23 , 80,54 , 66,0 , 0,Marcelo Golm,0,67%,0%,0,0,0,59 , 87,89 , 119,0 , 0,40 , 67,13 , 14,6 , 6,27 , 51,32 , 36,0 , 0,3,00:05:00,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/0da43c3ec0e11650
425,Douglas Silva de Andrade,0,41%,33%,0,0,0,97 , 232,99 , 234,1 , 3,55 , 180,23 , 31,19 , 21,92 , 224,4 , 6,1 , 2,Marlon Vera,0,37%,0%,0,0,0,72 , 191,75 , 195,0 , 0,28 , 138,22 , 29,22 , 24,71 , 187,1 , 3,0 , 1,3,00:05:00,3 Rnd (5-5-5),Camila Albuquerque,http://ufcstats.com/fight-details/a0ec4eac058e6050
426,Thiago Santos,2,70%,0%,0,0,1,58 , 82,80 , 106,0 , 1,33 , 56,20 , 21,5 , 5,13 , 24,3 , 4,42 , 54,Anthony Smith,0,45%,33%,0,1,0,10 , 22,13 , 26,1 , 3,10 , 22,0 , 0,0 , 0,8 , 20,1 , 1,1 , 1,2,00:01:03,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/bc767f1eb6176dfb
427,Sergio Moraes,0,45%,0%,0,0,0,87 , 192,89 , 195,0 , 1,70 , 168,15 , 22,2 , 2,87 , 192,0 , 0,0 , 0,Tim Means,1,47%,0%,0,0,0,129 , 274,136 , 282,0 , 0,91 , 229,22 , 28,16 , 17,124 , 268,1 , 1,4 , 5,3,00:05:00,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/eb0f7127f22457e9
428,Alan Patrick,0,62%,60%,0,6,0,28 , 45,91 , 129,9 , 15,20 , 35,5 , 7,3 , 3,8 , 18,3 , 4,17 , 23,Damir Hadzovic,0,80%,0%,1,0,0,20 , 25,67 , 81,0 , 0,5 , 8,15 , 17,0 , 0,6 , 9,11 , 12,3 , 4,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/59b384dcc3ab49b2
429,Maia Stevenson,0,54%,100%,0,0,0,6 , 11,11 , 16,1 , 1,1 , 6,3 , 3,2 , 2,4 , 9,2 , 2,0 , 0,Polyana Viana,0,66%,50%,3,4,1,12 , 18,25 , 35,1 , 2,11 , 16,1 , 2,0 , 0,4 , 8,1 , 2,7 , 8,1,00:03:50,3 Rnd (5-5-5),Camila Albuquerque,http://ufcstats.com/fight-details/7bfb92f7ea59dbbd
430,Iuri Alcantara,1,56%,0%,0,1,0,17 , 30,17 , 30,0 , 0,13 , 26,3 , 3,1 , 1,8 , 17,1 , 2,8 , 11,Joe Soto,0,50%,0%,0,0,0,1 , 2,1 , 2,0 , 1,1 , 1,0 , 0,0 , 1,1 , 2,0 , 0,0 , 0,1,00:01:06,3 Rnd (5-5-5),Osiris Maia,http://ufcstats.com/fight-details/fa77134e0d90da3b
431,Deiveson Figueiredo,1,50%,100%,1,3,0,31 , 62,44 , 76,2 , 2,25 , 51,6 , 11,0 , 0,11 , 27,0 , 0,20 , 35,Joseph Morales,0,28%,0%,0,0,0,9 , 32,11 , 35,0 , 1,5 , 24,2 , 4,2 , 4,7 , 20,0 , 1,2 , 11,2,00:04:34,3 Rnd (5-5-5),Eduardo Herdy,http://ufcstats.com/fight-details/1fd5bf36c42ff1a2
432,Jacare Souza,1,42%,0%,0,0,0,9 , 21,9 , 21,0 , 1,7 , 10,2 , 11,0 , 0,6 , 17,1 , 1,2 , 3,Derek Brunson,0,23%,0%,0,0,0,8 , 34,8 , 34,0 , 0,5 , 28,2 , 4,1 , 2,8 , 34,0 , 0,0 , 0,1,00:03:50,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/3a94bf34e62ae5fd
433,Dennis Bermudez,0,52%,9%,0,1,0,103 , 196,133 , 227,1 , 11,56 , 138,12 , 21,35 , 37,91 , 176,12 , 20,0 , 0,Andre Fili,0,34%,33%,0,1,0,80 , 229,93 , 242,4 , 12,70 , 214,5 , 9,5 , 6,76 , 220,4 , 9,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/27901ef9e82d5690
434,Jordan Rinaldi,0,43%,0%,0,0,0,7 , 16,7 , 16,0 , 0,5 , 14,1 , 1,1 , 1,7 , 16,0 , 0,0 , 0,Gregor Gillespie,0,61%,50%,0,7,0,34 , 55,42 , 63,1 , 2,31 , 51,1 , 2,2 , 2,5 , 19,1 , 1,28 , 35,1,00:04:46,3 Rnd (5-5-5),Donnie Jessup,http://ufcstats.com/fight-details/d571486369996a39
435,Drew Dober,0,45%,0%,0,0,0,145 , 322,161 , 338,0 , 6,96 , 262,34 , 45,15 , 15,125 , 293,15 , 19,5 , 10,Frank Camacho,0,47%,100%,0,3,1,106 , 223,148 , 269,3 , 3,80 , 194,26 , 29,0 , 0,99 , 209,6 , 8,1 , 6,3,00:05:00,3 Rnd (5-5-5),Joseph Hawes,http://ufcstats.com/fight-details/f23e2bed86b62462
436,Erik Koch,0,38%,100%,0,2,1,56 , 146,60 , 150,1 , 1,45 , 129,7 , 10,4 , 7,45 , 129,3 , 6,8 , 11,Bobby Green,0,56%,20%,0,2,1,110 , 194,134 , 220,1 , 5,48 , 116,43 , 56,19 , 22,55 , 128,37 , 42,18 , 24,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/04a1c5b7993fe4d5
437,Mirsad Bektic,1,36%,0%,0,0,0,12 , 33,12 , 34,0 , 0,7 , 24,1 , 4,4 , 5,9 , 29,0 , 0,3 , 4,Godofredo Pepey,0,29%,0%,0,0,0,5 , 17,5 , 17,0 , 0,2 , 12,2 , 4,1 , 1,4 , 16,1 , 1,0 , 0,1,00:02:47,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/b8648b32caf36c5a
438,Katlyn Chookagian,0,26%,0%,1,0,0,68 , 252,71 , 257,0 , 1,37 , 212,22 , 31,9 , 9,63 , 247,5 , 5,0 , 0,Mara Romero Borella,0,37%,33%,0,0,0,79 , 211,80 , 214,1 , 3,46 , 170,3 , 6,30 , 35,78 , 210,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Donnie Jessup,http://ufcstats.com/fight-details/c5f0c83e303d80bf
439,Randa Markos,0,70%,28%,0,6,1,46 , 65,114 , 149,2 , 7,11 , 25,10 , 11,25 , 29,4 , 14,29 , 33,13 , 18,Juliana Lima,0,48%,50%,0,1,0,18 , 37,34 , 56,1 , 2,5 , 11,5 , 11,8 , 15,6 , 23,12 , 14,0 , 0,3,00:05:00,3 Rnd (5-5-5),Joseph Hawes,http://ufcstats.com/fight-details/5a096f2acb44c776
440,Justine Kish,0,47%,0%,0,0,0,96 , 203,96 , 203,0 , 0,43 , 132,22 , 31,31 , 40,93 , 197,3 , 6,0 , 0,Ji Yeon Kim,0,31%,0%,0,0,0,68 , 215,68 , 216,0 , 0,60 , 201,5 , 11,3 , 3,66 , 210,2 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/6e65bec924996b5a
441,Vinc Pichel,0,32%,25%,0,0,0,60 , 186,62 , 188,1 , 4,24 , 135,15 , 21,21 , 30,50 , 174,10 , 12,0 , 0,Joaquim Silva,0,45%,0%,0,0,0,45 , 100,54 , 109,0 , 0,30 , 79,10 , 15,5 , 6,44 , 97,1 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/ce4314886c57718b
442,Niko Price,0,51%,40%,3,3,1,24 , 47,35 , 67,2 , 5,13 , 34,7 , 9,4 , 4,11 , 27,7 , 13,6 , 7,George Sullivan,0,34%,16%,0,0,0,21 , 61,42 , 88,1 , 6,15 , 53,3 , 4,3 , 4,7 , 37,4 , 5,10 , 19,2,00:04:21,3 Rnd (5-5-5),Donnie Jessup,http://ufcstats.com/fight-details/4fcbee643660d679
443,Austin Arnett,0,35%,100%,0,1,0,32 , 90,35 , 95,1 , 1,29 , 84,3 , 6,0 , 0,31 , 84,1 , 6,0 , 0,Cory Sandhagen,1,54%,100%,0,1,1,80 , 147,108 , 179,1 , 1,47 , 104,23 , 32,10 , 11,45 , 90,20 , 33,15 , 24,2,00:03:48,3 Rnd (5-5-5),Joseph Hawes,http://ufcstats.com/fight-details/fa7cde1e2d3ae338
444,Stipe Miocic,0,73%,42%,0,4,0,70 , 95,200 , 244,6 , 14,45 , 67,9 , 11,16 , 17,37 , 52,5 , 6,28 , 37,Francis Ngannou,0,18%,0%,1,0,0,21 , 113,33 , 126,0 , 1,17 , 106,4 , 7,0 , 0,19 , 105,2 , 8,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/8238f9d2fd961757
445,Daniel Cormier,0,52%,66%,1,3,0,32 , 61,84 , 113,2 , 3,30 , 59,1 , 1,1 , 1,24 , 46,3 , 8,5 , 7,Volkan Oezdemir,0,46%,0%,0,0,0,38 , 82,42 , 86,0 , 0,23 , 63,11 , 15,4 , 4,33 , 70,5 , 12,0 , 0,2,00:02:00,5 Rnd (5-5-5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/9f96d11017f9c824
